7368;NEVARES;ALF SMACK DDL NEGRO 60g (24);006003;     315.001;1                                                                                                                                                   
7390;NEVARES;ALF SMACK DDL x6un. 60g;006003;    1666.000;2                                                                                                                                                        
2464;CHAMMAS;ALF SOL SERRANO 40G CHOC BCO (50).;006003;     182.000;2                                                                                                                                             
2463;CHAMMAS;ALF SOL SERRANO 40G CHOC NEGRO (50).;006003;     182.000;2                                                                                                                                           
2461;CHAMMAS;ALF SOL SERRANO 40G LECHE (50).;006003;     182.000;2                                                                                                                                                
2465;CHAMMAS;ALF SOL SERRANO 40G MANI (50).;006003;     182.000;2                                                                                                                                                 
2466;CHAMMAS;ALF SOL SERRANO 40G MEMBRILLO (50).;006003;     182.000;2                                                                                                                                            
662;TERRABUSI;ALF SUCHARD M.50g (54).;006003;      44.000;2                                                                                                                                                       
835;ARCOR;ALF TATIN BLANCO x33gr (56);006003;     380.300;1                                                                                                                                                       
836;ARCOR;ALF TATIN LECHE x33gr (56);006003;     380.300;1                                                                                                                                                        
809;ARCOR;ALF TATIN TRIP. BLANCO x60gs. (21);006003;     761.000;1                                                                                                                                                
381;ARCOR;ALF TATIN TRIP. NEGRO x60gr. (21);006003;     761.000;1                                                                                                                                                 
853;TOFI;ALF TOFI BLANCO TRIPLE 73gr (21);006003;    1245.000;1                                                                                                                                                   
826;TOFI;ALF TOFI NEGRO TRIPLE 72 G. (21);006003;    1245.000;1                                                                                                                                                   
3606;TURIMAR;ALF TURIMAR TRIP.BCO 60G (24);006003;     326.010;1                                                                                                                                                  
3605;TURIMAR;ALF TURIMAR TRIP.NEG 60G (24);006003;     326.010;1                                                                                                                                                  
7007;WAY;ALF. ALFA WAY 43G BLANCO (28);006004;      59.000;2                                                                                                                                                      
7006;WAY;ALF. ALFA WAY 43G NEGRO (28);006004;      59.000;2                                                                                                                                                       
2314;NEVARES;ALF. FULBITO CHOC X 60 UN.;006003;    5778.000;2                                                                                                                                                     
2315;NEVARES;ALF. FULBITO MANI X 60 UN;006003;    5778.000;2                                                                                                                                                      
2313;NEVARES;ALF. FULBITO SUAVE X 25 GR;006003;      30.000;2                                                                                                                                                     
377;GRANDOTE;ALF. GRANDOTE TRI.BCO.x70gr (24);006003;       5.000;2                                                                                                                                               
378;GRANDOTE;ALF. GRANDOTE TRI.NEG.x70gr (24);006003;       5.000;2                                                                                                                                               
410;LA RECOLETA;ALF. LA RECOLETA NEG.x72gr. (12);006003;      11.000;2                                                                                                                                            
361;MILKA;ALF. MILKA DDL  70gr. (36);006003;    1267.050;1                                                                                                                                                        
2021;MILKA;ALF. MILKA DDL S/CARGO;022320;       0.012;2                                                                                                                                                           
630;MILKA;ALF. MILKA MOUSSE BCO. x55 gr (36);006003;    1267.050;1                                                                                                                                                
360;MILKA;ALF. MILKA MOUSSE TRIPLE x55gr. (36);006003;    1267.050;1                                                                                                                                              
2497;MILKA;ALF. MILKA xtreme choco X36 X 61 GR;006003;       5.000;2                                                                                                                                              
2494;MILKA;ALF. MILKA-OREO 55 GR (36);006003;    1267.050;1                                                                                                                                                       
363;OREO;ALF. OREO x55gr.(36);006003;    1267.050;1                                                                                                                                                               
